"Age","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
59,224517,470,0,2,22.67,60,"PhD","Self-employed","Married","Yes",0,1.47504
55,177189,434,51,3,24.99,48,"Master's","Part-time","Married","Yes",0,0.79787
40,12642,532,66,1,19.66,24,"PhD","Self-employed","Married","Yes",0,1.3054
68,150321,336,104,2,11.2,60,"High School","Full-time","Divorced","No",0,0.84231
62,157031,719,13,2,8.27,36,"Master's","Unemployed","Married","Yes",1,0.92798
62,218494,395,113,3,8.65,48,"Master's","Unemployed","Single","No",0,0.78378
37,215132,581,70,3,16.71,60,"Master's","Self-employed","Single","No",0,1.34609
66,72652,491,25,1,12.21,24,"Bachelor's","Part-time","Single","Yes",0,0.8498
53,62130,554,49,2,6.7,12,"High School","Full-time","Divorced","No",0,0.94949
66,146697,793,79,4,17.11,24,"PhD","Part-time","Married","No",0,0.63413
21,242667,353,108,2,6.19,48,"PhD","Unemployed","Single","No",0,1.29032
49,244897,758,79,3,3.66,36,"Master's","Part-time","Single","No",0,1.40103
61,55099,776,47,3,9.26,12,"Bachelor's","Self-employed","Divorced","No",1,0.24212
66,39742,652,50,2,22.45,48,"Bachelor's","Self-employed","Single","Yes",0,0.98036
43,197709,765,116,1,8.97,24,"Bachelor's","Self-employed","Single","No",0,0.84339
48,45290,774,99,4,12.64,48,"High School","Part-time","Divorced","No",0,1.1054
58,147736,301,83,1,15.93,12,"PhD","Self-employed","Married","No",0,1.02241
36,77788,688,99,2,8.22,48,"Master's","Part-time","Single","Yes",0,1.18943
58,141132,514,104,3,17.75,24,"PhD","Unemployed","Married","Yes",0,1.36441
58,14975,808,58,1,13.97,48,"Master's","Full-time","Divorced","No",0,0.73201
55,145666,309,110,2,4.36,48,"High School","Part-time","Single","No",0,1.18682
32,234859,689,110,2,24.5,24,"Bachelor's","Full-time","Divorced","No",0,0.95027
49,8247,769,70,1,13.3,60,"High School","Part-time","Single","Yes",0,1.42415
55,167465,340,95,1,16.38,12,"Master's","Full-time","Married","Yes",0,0.90214
49,67542,556,106,3,22.72,24,"Bachelor's","Self-employed","Single","No",1,0.97848
69,129686,592,51,4,23.79,36,"Master's","Self-employed","Single","Yes",0,1.29968
37,219531,542,63,4,24.69,12,"PhD","Self-employed","Married","No",1,1.13429
51,223500,782,34,3,18.44,48,"PhD","Full-time","Married","Yes",0,1.46514
53,161971,362,118,3,6.09,36,"High School","Part-time","Married","Yes",0,1.09633
69,57380,420,55,3,12.08,12,"High School","Unemployed","Single","No",0,0.23549
30,199629,328,109,4,13.46,36,"PhD","Unemployed","Married","No",0,1.39985
38,143878,831,65,3,21.54,24,"Master's","Unemployed","Married","No",0,0.51375
30,41677,447,87,1,6.68,24,"Bachelor's","Part-time","Single","Yes",0,0.21806
20,158495,325,60,1,18.94,36,"Bachelor's","Self-employed","Married","No",0,0.54254
46,132630,596,2,1,7.48,36,"Master's","Full-time","Single","Yes",0,1.29727
67,209618,516,95,4,7.4,12,"Master's","Self-employed","Single","Yes",0,0.3482
18,219735,563,75,3,10.22,48,"PhD","Part-time","Divorced","No",0,0.46493
60,76184,677,55,4,12.35,48,"High School","Full-time","Single","No",0,1.19686
47,54011,422,35,4,14.67,60,"Bachelor's","Unemployed","Single","Yes",0,0.40413
63,208859,755,86,3,23.5,12,"Master's","Self-employed","Married","No",0,0.65444
68,191700,350,25,1,22.77,36,"Bachelor's","Full-time","Single","No",1,0.19547
57,19885,701,34,4,21.26,24,"High School","Full-time","Single","Yes",0,0.6637
45,59996,592,59,2,7.51,12,"Bachelor's","Self-employed","Single","Yes",1,1.02494
65,82710,343,84,3,22.45,36,"Bachelor's","Unemployed","Divorced","No",1,0.96114
43,114238,811,105,1,6.35,48,"Master's","Full-time","Single","No",0,0.90539
40,23488,547,63,4,21.88,60,"Bachelor's","Self-employed","Divorced","Yes",0,0.89644
34,106777,412,51,1,20.52,60,"Bachelor's","Self-employed","Married","No",0,0.74398
46,231793,811,54,3,16.16,60,"Master's","Unemployed","Divorced","Yes",0,0.33098
58,70520,742,30,2,19.98,36,"Bachelor's","Full-time","Single","No",0,1.37313
64,243124,792,68,3,20.93,60,"PhD","Part-time","Divorced","Yes",0,0.68897
55,41313,601,108,4,22.03,36,"Bachelor's","Unemployed","Divorced","Yes",0,0.93887
35,90438,816,41,3,21.08,48,"Master's","Unemployed","Married","Yes",0,1.31799
27,125609,762,47,1,14.88,48,"Master's","Self-employed","Married","Yes",0,1.32397
24,32656,818,119,3,9.53,48,"Bachelor's","Self-employed","Single","No",0,1.40891
35,14371,455,1,1,23.84,36,"Bachelor's","Self-employed","Divorced","No",0,1.25618
32,211783,419,95,2,17.8,48,"Master's","Part-time","Married","No",1,0.22935
55,85010,630,5,3,15.11,12,"High School","Unemployed","Divorced","Yes",0,0.55091
29,173588,562,109,1,12.71,48,"Bachelor's","Unemployed","Single","No",0,1.25054
66,154627,474,49,2,12.92,48,"Master's","Full-time","Single","Yes",1,0.71614
60,107125,810,11,2,16.81,48,"High School","Self-employed","Single","No",0,1.04712
27,85083,621,111,4,13,60,"PhD","Part-time","Married","Yes",0,1.42897
45,73082,803,70,3,7.55,36,"Bachelor's","Self-employed","Single","Yes",0,0.58161
50,190458,541,97,3,24.12,48,"Bachelor's","Self-employed","Married","Yes",0,1.03816
23,21686,342,83,1,2.22,24,"PhD","Part-time","Married","Yes",0,0.56893
59,220721,830,49,1,23.92,36,"PhD","Full-time","Married","No",0,1.29442
69,37447,653,108,2,16.44,24,"Bachelor's","Unemployed","Divorced","No",0,0.2016
68,78698,603,82,1,3.43,48,"Bachelor's","Full-time","Married","Yes",0,1.31292
25,29180,480,43,1,14.6,36,"PhD","Part-time","Married","Yes",0,0.55645
19,176523,569,72,1,11.14,12,"High School","Full-time","Single","No",1,0.44795
50,36968,474,66,3,23.58,24,"PhD","Part-time","Married","No",1,0.69683
46,41304,797,54,3,10.85,48,"Bachelor's","Unemployed","Married","Yes",0,0.55832
55,42614,328,85,2,8.8,36,"PhD","Full-time","Married","Yes",0,0.74497
34,61249,653,107,2,23.61,60,"High School","Unemployed","Single","Yes",0,0.30831
60,65836,679,119,1,2.37,60,"Master's","Unemployed","Married","No",0,1.40677
29,189836,381,55,1,5.62,36,"Master's","Full-time","Divorced","No",0,0.63439
67,35729,781,6,2,15.91,12,"High School","Part-time","Divorced","No",0,1.0919
19,8928,347,51,2,11.16,60,"PhD","Unemployed","Single","No",0,1.08651
30,173876,762,74,2,17.4,36,"Bachelor's","Unemployed","Divorced","Yes",0,1.12779
49,42387,578,84,4,22.54,48,"Bachelor's","Part-time","Divorced","Yes",0,0.28139
68,89104,452,34,4,19.24,24,"Bachelor's","Unemployed","Married","Yes",0,0.45144
43,31265,425,93,4,20.03,60,"PhD","Self-employed","Single","No",0,0.67826
38,42990,335,118,4,21.76,24,"PhD","Self-employed","Single","No",0,0.16202
34,120021,397,110,4,23.6,36,"PhD","Full-time","Married","Yes",0,0.99241
38,124332,330,35,1,12.46,48,"Bachelor's","Self-employed","Divorced","No",0,0.53879
57,33288,559,102,2,11.71,60,"Master's","Unemployed","Single","Yes",0,0.57301
35,180231,831,65,1,21.51,24,"PhD","Self-employed","Married","No",1,0.24455
49,119463,503,64,4,8.26,60,"PhD","Self-employed","Divorced","No",0,0.45051
27,14066,747,68,1,4.5,60,"High School","Part-time","Divorced","No",0,0.50353
32,141391,522,101,3,9.63,12,"Bachelor's","Full-time","Divorced","No",0,1.06211
51,107391,746,38,1,9.47,24,"Master's","Unemployed","Divorced","No",0,1.44925
20,71138,588,94,4,21.86,60,"High School","Unemployed","Single","No",1,0.35432
63,245577,343,36,4,21.67,12,"PhD","Part-time","Divorced","No",0,0.73652
59,42295,693,114,4,20.44,24,"Master's","Self-employed","Divorced","Yes",0,1.08697
26,245828,785,100,1,14.79,12,"Master's","Part-time","Married","Yes",0,0.79959
66,126812,702,66,3,22.54,24,"High School","Unemployed","Married","No",0,0.83753
58,157723,629,28,2,16.15,48,"High School","Part-time","Single","No",0,0.55835
57,208064,608,67,1,14.92,48,"Master's","Part-time","Divorced","Yes",1,0.41317
45,198247,729,3,1,5.74,24,"Bachelor's","Unemployed","Single","No",0,1.35686
47,203786,497,90,1,23.7,36,"Bachelor's","Self-employed","Divorced","Yes",0,0.9541
36,148276,381,86,3,14.92,60,"Master's","Full-time","Divorced","Yes",0,0.64779
44,182985,849,86,3,23.9,12,"PhD","Self-employed","Married","No",0,0.38414
62,25915,733,101,2,3.16,48,"Master's","Self-employed","Single","No",0,0.98411
61,88622,655,78,3,21.69,36,"Bachelor's","Unemployed","Single","Yes",0,1.09568
42,205338,809,54,4,3.55,48,"Master's","Unemployed","Married","No",0,0.7241
23,199189,712,82,4,11.47,48,"High School","Unemployed","Divorced","No",0,1.40816
26,65749,692,23,2,15.89,60,"High School","Part-time","Married","No",1,0.18687
18,60652,618,59,3,5.53,60,"Bachelor's","Self-employed","Single","No",1,0.93139
37,210276,659,46,4,23.47,36,"PhD","Unemployed","Divorced","No",0,1.12567
55,29231,772,12,2,15.75,48,"Bachelor's","Part-time","Single","Yes",0,0.4628
20,103549,663,13,1,18.92,60,"PhD","Full-time","Married","Yes",1,0.90434
62,208083,835,102,3,9.84,60,"PhD","Part-time","Single","Yes",0,0.80276
31,16102,543,20,1,17.59,48,"High School","Unemployed","Divorced","No",1,0.98904
49,128917,847,112,2,8.8,60,"PhD","Full-time","Divorced","Yes",0,0.42218
56,113882,385,23,3,8.08,36,"High School","Full-time","Divorced","No",0,0.56829
32,191270,662,83,4,22.01,60,"Master's","Full-time","Divorced","No",0,0.96553
37,22392,739,108,3,5.58,12,"Master's","Part-time","Divorced","Yes",0,0.70382
34,165234,679,12,4,6.19,24,"High School","Unemployed","Married","No",0,0.91
31,206197,575,15,3,2.74,12,"Master's","Full-time","Married","Yes",0,0.45477
46,208150,660,101,1,7.44,60,"PhD","Full-time","Single","No",0,1.46067
23,129885,844,61,3,6.16,48,"High School","Full-time","Divorced","No",0,0.1963
48,71677,742,30,2,21.11,48,"Master's","Part-time","Married","No",0,1.47794
26,110526,785,65,3,20.58,48,"PhD","Part-time","Divorced","Yes",0,0.92877
38,153376,401,88,3,3.34,24,"PhD","Unemployed","Married","Yes",0,0.73226
23,111013,818,80,2,11.33,48,"Master's","Part-time","Single","No",0,0.9037
46,24584,829,26,4,22.67,48,"Master's","Part-time","Divorced","No",0,0.47455
39,41277,304,60,2,13.89,48,"Master's","Unemployed","Single","No",0,0.65298
42,222633,508,7,2,11.76,36,"High School","Part-time","Single","No",0,0.49342
43,230766,690,34,1,6.52,36,"Master's","Self-employed","Divorced","Yes",0,0.39409
35,172817,526,118,2,7,12,"PhD","Part-time","Married","No",0,1.43812
32,156434,429,46,3,16.28,60,"PhD","Part-time","Divorced","Yes",0,0.71896
27,173530,497,1,1,21.47,36,"PhD","Unemployed","Married","No",0,1.24408
28,96683,811,67,4,2.29,48,"High School","Part-time","Divorced","No",0,0.83121
59,206654,338,105,3,9.14,60,"Master's","Full-time","Divorced","Yes",0,0.19004
69,193758,462,48,4,19.72,12,"Bachelor's","Self-employed","Married","No",1,1.48913
30,188875,654,118,3,4.48,60,"Bachelor's","Part-time","Married","No",0,0.59244
63,203983,317,55,3,7.64,24,"PhD","Unemployed","Single","Yes",0,0.98724
42,194003,361,24,2,10.02,48,"Bachelor's","Unemployed","Divorced","Yes",1,1.01831
26,52026,801,47,1,8.67,24,"Bachelor's","Unemployed","Single","Yes",0,0.25851
58,159132,320,49,1,23.14,48,"High School","Self-employed","Single","Yes",0,0.82489
36,156180,731,10,1,20.39,24,"Bachelor's","Full-time","Married","Yes",0,0.45531
54,168460,487,18,4,4.94,24,"Bachelor's","Full-time","Divorced","No",0,0.51883
49,55123,548,46,4,17.05,12,"Bachelor's","Self-employed","Married","Yes",0,0.86606
52,116871,700,111,3,23.46,36,"Master's","Unemployed","Married","Yes",0,1.32305
35,60472,380,108,1,13.76,36,"Master's","Self-employed","Married","Yes",0,0.74573
40,85987,580,113,2,8.46,36,"PhD","Unemployed","Single","No",0,1.01325
66,230326,402,111,2,15.77,24,"Bachelor's","Full-time","Married","No",0,1.18283
43,55325,736,80,2,18.04,36,"PhD","Self-employed","Divorced","Yes",0,0.68473
46,65210,439,112,1,21,12,"High School","Unemployed","Divorced","Yes",0,0.254
42,62905,339,23,1,18.79,60,"Bachelor's","Self-employed","Married","Yes",0,0.23135
21,135171,395,87,4,6.89,60,"Bachelor's","Self-employed","Divorced","Yes",0,1.05044
69,103663,471,108,1,4.5,60,"PhD","Part-time","Single","No",0,0.39503
55,131389,423,3,3,4.51,48,"Master's","Unemployed","Single","No",0,0.82743
19,208921,636,117,1,9.24,24,"PhD","Unemployed","Divorced","No",0,0.28829
27,114507,461,8,2,11.87,24,"Bachelor's","Part-time","Married","Yes",0,0.79151
66,112766,710,106,3,12.67,24,"PhD","Part-time","Single","No",0,0.90092
30,115710,598,93,1,14.48,36,"PhD","Self-employed","Married","Yes",0,0.93137
27,247183,642,64,3,12.17,36,"PhD","Full-time","Divorced","No",1,0.78275
24,25859,683,88,3,9.53,36,"High School","Full-time","Divorced","No",1,0.25433
28,174697,356,27,2,10.46,12,"PhD","Part-time","Divorced","No",0,0.31904
33,86476,780,105,1,18.71,12,"High School","Unemployed","Divorced","No",0,0.23015
69,210882,413,20,4,16.51,48,"Master's","Full-time","Divorced","Yes",0,1.22924
66,199159,588,39,2,24.62,36,"Master's","Part-time","Married","No",0,0.64129
55,88604,592,52,3,20.77,36,"PhD","Self-employed","Divorced","Yes",0,0.57912
38,113136,600,66,4,2.26,36,"PhD","Self-employed","Divorced","No",0,0.24381
53,206005,507,82,3,23.75,36,"Bachelor's","Self-employed","Divorced","Yes",0,0.80066
65,195987,484,30,2,13.66,36,"Bachelor's","Full-time","Single","Yes",0,0.57867
25,216439,316,113,1,24.45,60,"Bachelor's","Part-time","Divorced","No",0,0.94359
36,152879,719,16,2,16.71,48,"Master's","Full-time","Married","Yes",0,1.01908
20,170719,709,90,2,13.35,12,"High School","Part-time","Married","No",0,1.20937
37,96642,317,55,3,17.54,60,"Master's","Part-time","Divorced","No",0,1.47597
67,170817,791,21,3,9.6,12,"Bachelor's","Full-time","Single","No",0,0.2472
19,241072,619,62,2,21.66,48,"Bachelor's","Full-time","Single","Yes",0,1.2293
63,213994,414,87,1,5.02,24,"Bachelor's","Self-employed","Single","Yes",0,0.24841
42,119493,456,15,4,6.96,24,"High School","Full-time","Divorced","Yes",0,0.64046
31,243250,723,15,4,14.03,12,"PhD","Unemployed","Married","No",0,0.30564
41,33223,404,26,1,10.48,60,"High School","Unemployed","Married","No",0,1.3271
21,26783,390,50,3,7.32,24,"Bachelor's","Part-time","Married","Yes",1,0.28571
22,186103,377,87,1,8.33,48,"High School","Part-time","Divorced","No",0,1.43133
51,36045,335,43,3,7.81,24,"High School","Self-employed","Single","No",0,0.39174
39,115567,740,63,4,16.13,36,"Master's","Self-employed","Married","Yes",0,1.33819
41,218518,739,101,4,15.7,48,"Bachelor's","Self-employed","Single","Yes",1,1.05153
67,74157,367,20,3,16.45,60,"Master's","Self-employed","Married","No",0,0.36427
60,212077,478,39,3,15.32,60,"Bachelor's","Full-time","Single","Yes",0,0.47881
42,10379,523,92,1,10.68,36,"PhD","Self-employed","Married","Yes",0,0.65736
23,237579,367,56,4,22.57,12,"Bachelor's","Unemployed","Divorced","Yes",0,0.98536
26,200655,428,41,2,2.78,48,"High School","Self-employed","Divorced","Yes",0,0.89428
52,157138,363,92,3,4.91,48,"Bachelor's","Self-employed","Single","Yes",0,1.07885
24,26814,846,105,1,19.93,12,"PhD","Part-time","Married","No",0,0.39357
50,56097,338,118,3,7.52,24,"PhD","Self-employed","Single","Yes",0,0.91744
19,214254,832,5,1,6.43,12,"Master's","Full-time","Single","Yes",0,0.84122
30,57919,601,99,3,23.25,12,"Bachelor's","Unemployed","Divorced","Yes",1,0.21143
35,75495,594,100,2,9.98,60,"Bachelor's","Full-time","Single","Yes",0,0.19575
49,242124,478,106,4,17.04,48,"PhD","Part-time","Divorced","Yes",0,0.44031
37,91006,679,43,2,10.33,36,"Bachelor's","Unemployed","Single","Yes",0,0.47247
18,40419,781,4,3,20.72,48,"Bachelor's","Full-time","Divorced","Yes",0,1.48246
19,57474,804,108,4,13.38,60,"Master's","Self-employed","Single","No",1,1.20329
40,28848,792,50,3,8.02,60,"PhD","Unemployed","Single","Yes",0,0.44043
57,243669,579,73,4,9.87,24,"High School","Self-employed","Married","Yes",0,1.41815
69,164104,731,15,1,22.74,48,"High School","Self-employed","Married","No",0,0.40821
57,159553,837,114,1,13.57,48,"Bachelor's","Full-time","Single","No",0,0.63623
38,110186,780,24,3,10.63,36,"PhD","Part-time","Divorced","No",0,1.24753
28,95419,411,103,3,5.94,12,"Master's","Self-employed","Single","Yes",0,0.27788
29,228774,558,30,2,5.45,48,"High School","Unemployed","Single","Yes",0,0.19861
62,39740,757,86,4,12.51,24,"PhD","Full-time","Divorced","Yes",0,1.22841
48,81401,727,102,3,21.8,12,"Master's","Full-time","Married","No",0,1.36408
53,118594,597,114,2,17.94,60,"Bachelor's","Part-time","Single","Yes",0,0.43102
63,7530,722,12,1,24.09,48,"Master's","Self-employed","Divorced","Yes",0,1.20468
36,161798,474,110,2,4.01,60,"Bachelor's","Unemployed","Married","No",0,0.66471
43,110774,662,107,4,4.05,48,"High School","Self-employed","Divorced","Yes",0,0.45302
44,155527,570,87,1,15,12,"Master's","Unemployed","Married","No",0,0.35885
53,190823,414,9,4,14.08,60,"Bachelor's","Part-time","Single","Yes",0,1.21589
44,180167,827,69,2,15.89,48,"Master's","Full-time","Married","No",0,0.69371
19,135763,643,73,2,2.35,24,"Bachelor's","Self-employed","Divorced","Yes",0,1.48689
51,140870,739,104,2,11.13,24,"High School","Self-employed","Married","No",0,0.4281
60,229952,311,32,3,21.42,36,"Bachelor's","Unemployed","Married","Yes",0,0.91215
26,213887,588,23,1,14.84,48,"PhD","Unemployed","Single","Yes",1,0.54393
22,93373,713,39,2,6.04,12,"High School","Part-time","Married","Yes",0,1.32232
29,151202,811,46,2,4.31,48,"High School","Unemployed","Divorced","No",0,1.03402
31,165470,754,107,1,9.61,60,"High School","Unemployed","Divorced","Yes",0,1.37083
65,208914,726,94,3,22.99,60,"Bachelor's","Full-time","Divorced","Yes",0,0.2032
66,112807,830,5,1,13.75,36,"Master's","Unemployed","Divorced","Yes",0,0.24148
62,25894,640,42,4,18.56,48,"PhD","Unemployed","Single","Yes",0,1.48934
19,248381,445,88,3,7.6,60,"High School","Unemployed","Married","Yes",1,1.0101
52,196925,356,91,2,23.7,60,"Master's","Self-employed","Single","No",0,0.68103
62,110332,568,59,3,3.44,60,"PhD","Full-time","Married","No",0,0.73944
34,124740,322,46,4,17.99,12,"Master's","Full-time","Married","No",0,1.06895
68,86152,681,35,2,15.31,24,"Master's","Unemployed","Married","Yes",0,0.77809
31,6876,823,41,4,21.82,60,"Bachelor's","Self-employed","Single","No",0,1.28247
55,239598,758,12,3,3.73,48,"PhD","Self-employed","Married","No",0,0.72137
31,51789,432,51,2,9.71,12,"High School","Self-employed","Divorced","No",1,0.71712
27,133424,532,38,2,20.96,48,"Bachelor's","Self-employed","Divorced","Yes",0,1.34452
20,155680,671,42,3,23.54,48,"High School","Part-time","Divorced","Yes",1,0.43002
48,230992,393,83,1,21.51,60,"PhD","Part-time","Single","Yes",0,0.89855
67,194940,695,12,3,11.85,24,"PhD","Unemployed","Married","No",0,0.55609
62,76382,352,66,4,9.24,48,"High School","Part-time","Divorced","No",0,0.33038
67,244908,834,7,3,2.04,48,"Master's","Self-employed","Divorced","No",0,0.7329
45,28955,749,112,3,6.31,12,"High School","Unemployed","Married","Yes",0,0.68309
24,173559,586,42,2,7.86,60,"High School","Full-time","Married","Yes",0,0.32223
40,195626,408,52,1,19.28,24,"Master's","Self-employed","Divorced","No",1,1.01984
22,110489,443,99,3,15.59,36,"Bachelor's","Part-time","Divorced","No",0,0.72838
40,27598,744,61,3,19.09,36,"PhD","Full-time","Single","Yes",0,1.22045
44,219529,790,76,3,9.24,24,"PhD","Part-time","Married","Yes",0,0.75491
30,238805,708,20,3,7.74,48,"Master's","Unemployed","Single","No",0,0.64461
34,109026,488,97,4,11.85,12,"PhD","Part-time","Married","No",0,1.06496
34,225662,313,105,3,11.8,36,"Bachelor's","Self-employed","Married","No",1,1.17811
